ID,At,X,Y
7,2025-03-18 11:45:11.00,30.102,21.665
8,2025-03-18 11:45:11.00,12.589,54.824
9,2025-03-18 11:45:11.00,35.875,42.642
10,2025-03-18 11:45:11.00,21.761,15.021
4,2025-03-18 11:45:11.85,7.536,29.011
1,2025-03-18 11:45:12.00,5.739,11.975
2,2025-03-18 11:45:12.00,14.314,45.056
3,2025-03-18 11:45:12.00,33.935,53.469
4,2025-03-18 11:45:12.00,7.487,29.047
5,2025-03-18 11:45:12.00,26.688,5.666
6,2025-03-18 11:45:12.00,21.994,32.019
7,2025-03-18 11:45:12.00,30.133,21.584
8,2025-03-18 11:45:12.00,12.681,55.282
9,2025-03-18 11:45:12.00,35.786,42.64
10,2025-03-18 11:45:12.00,22.138,15.555
2,2025-03-18 11:45:13.00,14.109,42.702
3,2025-03-18 11:45:13.00,34.037,53.096
4,2025-03-18 11:45:13.00,7.613,29.18
6,2025-03-18 11:45:13.00,22.608,31.42
7,2025-03-18 11:45:13.00,29.827,21.711
8,2025-03-18 11:45:13.00,12.985,55.397
9,2025-03-18 11:45:13.00,35.551,42.254
10,2025-03-18 11:45:13.00,24.138,16.067
3,2025-03-18 11:45:13.25,34.053,53.074
1,2025-03-18 11:45:14.00,6.116,12.143
2,2025-03-18 11:45:14.00,13.91,42.69
3,2025-03-18 11:45:14.00,33.848,53.45
4,2025-03-18 11:45:14.00,7.124,29.175
5,2025-03-18 11:45:14.00,26.987,5.682
6,2025-03-18 11:45:14.00,23.631,29.308
7,2025-03-18 11:45:14.00,29.581,21.955
8,2025-03-18 11:45:14.00,13.204,55.06
9,2025-03-18 11:45:14.00,35.669,41.743
10,2025-03-18 11:45:14.00,24.715,15.78
6,2025-03-18 11:45:14.25,23.627,29.308
2,2025-03-18 11:45:15.00,14,42.522
3,2025-03-18 11:45:15.00,34.001,53.54
4,2025-03-18 11:45:15.00,6.676,28.991
8,2025-03-18 11:45:15.00,13.306,55.332
9,2025-03-18 11:45:15.00,35.663,41.866
10,2025-03-18 11:45:15.00,24.655,15.68
10,2025-03-18 11:45:15.55,24.606,15.653
1,2025-03-18 11:45:16.00,4.434,12.101
2,2025-03-18 11:45:16.00,13.827,42.436
3,2025-03-18 11:45:16.00,33.599,52.833
4,2025-03-18 11:45:16.00,6.629,28.672
5,2025-03-18 11:45:16.00,26.879,5.964
6,2025-03-18 11:45:16.00,25.495,28.465
7,2025-03-18 11:45:16.00,29.241,21.487
8,2025-03-18 11:45:16.00,13.255,55.339
10,2025-03-18 11:45:16.00,24.516,15.694
1,2025-03-18 11:45:16.37,4.472,12.067
8,2025-03-18 11:45:16.40,13.276,55.403
6,2025-03-18 11:45:16.66,25.476,28.43
7,2025-03-18 11:45:16.66,29.241,21.502
10,2025-03-18 11:45:16.69,24.49,15.685
1,2025-03-18 11:45:17.00,4.184,12.194
2,2025-03-18 11:45:17.00,13.778,42.491
3,2025-03-18 11:45:17.00,33.609,52.835
4,2025-03-18 11:45:17.00,6.74,29.284
5,2025-03-18 11:45:17.00,26.955,6.021
6,2025-03-18 11:45:17.00,25.656,28.327
7,2025-03-18 11:45:17.00,29.338,22.115
8,2025-03-18 11:45:17.00,13.013,55.234
9,2025-03-18 11:45:17.00,35.858,41.742
10,2025-03-18 11:45:17.00,24.529,15.751
9,2025-03-18 11:45:17.13,35.876,41.768
6,2025-03-18 11:45:17.15,25.597,28.326
8,2025-03-18 11:45:17.24,13.051,55.235
1,2025-03-18 11:45:18.00,4.002,11.852
2,2025-03-18 11:45:18.00,13.712,42.066
3,2025-03-18 11:45:18.00,33.664,52.85
4,2025-03-18 11:45:18.00,6.509,28.967
5,2025-03-18 11:45:18.00,26.83,5.633
6,2025-03-18 11:45:18.00,25.201,28.212
8,2025-03-18 11:45:18.00,13.281,55.552
9,2025-03-18 11:45:18.00,36.151,41.871
10,2025-03-18 11:45:18.00,24.611,15.955
3,2025-03-18 11:45:18.08,33.733,52.874
4,2025-03-18 11:45:18.82,6.465,28.944
9,2025-03-18 11:45:18.84,36.205,41.827
1,2025-03-18 11:45:19.00,3.129,12.227
2,2025-03-18 11:45:19.00,13.99,41.954
3,2025-03-18 11:45:19.00,33.217,52.638
4,2025-03-18 11:45:19.00,6.192,28.931
5,2025-03-18 11:45:19.00,26.784,5.469
7,2025-03-18 11:45:19.00,29.248,22.602
8,2025-03-18 11:45:19.00,13.194,55.676
9,2025-03-18 11:45:19.00,36.316,41.939
10,2025-03-18 11:45:19.00,24.617,15.921
4,2025-03-18 11:45:19.33,6.267,28.897
1,2025-03-18 11:45:20.00,3.021,12.391
2,2025-03-18 11:45:20.00,14.113,42.065
3,2025-03-18 11:45:20.00,33.321,52.614
4,2025-03-18 11:45:20.00,6.201,29.128
5,2025-03-18 11:45:20.00,26.744,5.76
6,2025-03-18 11:45:20.00,25.131,28.245
7,2025-03-18 11:45:20.00,28.971,22.433
8,2025-03-18 11:45:20.00,13.154,53.494
9,2025-03-18 11:45:20.00,36.137,41.614
10,2025-03-18 11:45:20.00,25.163,16.574
9,2025-03-18 11:45:20.51,36.156,41.585
7,2025-03-18 11:45:20.83,28.939,22.459
1,2025-03-18 11:45:21.00,2.825,12.32
2,2025-03-18 11:45:21.00,14.136,42.016
3,2025-03-18 11:45:21.00,33.415,52.362
4,2025-03-18 11:45:21.00,6.402,29.263
5,2025-03-18 11:45:21.00,26.714,5.883
6,2025-03-18 11:45:21.00,24.791,28.371
7,2025-03-18 11:45:21.00,28.85,22.728
8,2025-03-18 11:45:21.00,13.656,53.275
9,2025-03-18 11:45:21.00,36.104,41.626
10,2025-03-18 11:45:21.00,25.381,16.475
8,2025-03-18 11:45:21.39,13.633,53.274
1,2025-03-18 11:45:22.00,2.986,12.343
2,2025-03-18 11:45:22.00,14.589,41.887
3,2025-03-18 11:45:22.00,33.811,52.529
4,2025-03-18 11:45:22.00,5.961,29.134
5,2025-03-18 11:45:22.00,26.403,5.401
6,2025-03-18 11:45:22.00,25.166,28.032
7,2025-03-18 11:45:22.00,28.643,22.86
8,2025-03-18 11:45:22.00,13.252,53.077
9,2025-03-18 11:45:22.00,35.88,41.606
10,2025-03-18 11:45:22.00,25.509,16.63
8,2025-03-18 11:45:22.17,13.201,53.081
2,2025-03-18 11:45:22.50,14.665,41.892
1,2025-03-18 11:45:23.00,3.231,12.313
2,2025-03-18 11:45:23.00,14.687,41.821
3,2025-03-18 11:45:23.00,34.037,53.247
4,2025-03-18 11:45:23.00,6.057,29.185
5,2025-03-18 11:45:23.00,26.767,5.695
6,2025-03-18 11:45:23.00,25.435,27.943
7,2025-03-18 11:45:23.00,28.472,22.609
8,2025-03-18 11:45:23.00,13.934,52.993
9,2025-03-18 11:45:23.00,35.941,41.611
10,2025-03-18 11:45:23.00,25.468,16.513
10,2025-03-18 11:45:23.08,25.459,16.492
4,2025-03-18 11:45:23.21,6.007,29.21
5,2025-03-18 11:45:23.83,26.726,5.666
1,2025-03-18 11:45:24.00,2.483,12.384
2,2025-03-18 11:45:24.00,14.873,42.151
3,2025-03-18 11:45:24.00,33.835,53.177
4,2025-03-18 11:45:24.00,6.218,29.441
5,2025-03-18 11:45:24.00,26.053,5.687
6,2025-03-18 11:45:24.00,25.246,28.01
7,2025-03-18 11:45:24.00,29.354,22.626
8,2025-03-18 11:45:24.00,13.728,53.169
9,2025-03-18 11:45:24.00,35.978,41.434
10,2025-03-18 11:45:24.00,25.467,16.679
10,2025-03-18 11:45:24.14,25.489,16.697
8,2025-03-18 11:45:24.50,13.747,53.126
1,2025-03-18 11:45:25.00,2.427,12.441
2,2025-03-18 11:45:25.00,15.203,42.524
3,2025-03-18 11:45:25.00,33.728,53.671
5,2025-03-18 11:45:25.00,25.732,5.735
8,2025-03-18 11:45:25.00,14,53.159
9,2025-03-18 11:45:25.00,35.805,41.51
10,2025-03-18 11:45:25.00,26.271,16.426
5,2025-03-18 11:45:25.40,25.767,5.775
2,2025-03-18 11:45:25.60,15.251,42.552
9,2025-03-18 11:45:25.82,35.886,41.469
1,2025-03-18 11:45:26.00,2.777,12.259
3,2025-03-18 11:45:26.00,33.774,53.32
4,2025-03-18 11:45:26.00,6.337,29.478
5,2025-03-18 11:45:26.00,26.027,5.508
7,2025-03-18 11:45:26.00,28.913,23.15
8,2025-03-18 11:45:26.00,13.992,52.965
9,2025-03-18 11:45:26.00,35.431,41.954
10,2025-03-18 11:45:26.00,26.681,16.538
5,2025-03-18 11:45:26.08,26.039,5.532
7,2025-03-18 11:45:26.33,28.868,23.185
4,2025-03-18 11:45:26.45,6.407,29.433
9,2025-03-18 11:45:26.81,35.341,41.891
1,2025-03-18 11:45:26.93,2.795,12.24
1,2025-03-18 11:45:27.00,2.842,12.642
2,2025-03-18 11:45:27.00,13.73,42.66
3,2025-03-18 11:45:27.00,33.677,53.144
4,2025-03-18 11:45:27.00,6.208,29.277
5,2025-03-18 11:45:27.00,25.996,5.7
6,2025-03-18 11:45:27.00,25.953,27.625
7,2025-03-18 11:45:27.00,29.372,23.68
8,2025-03-18 11:45:27.00,14.12,53.385
9,2025-03-18 11:45:27.00,35.062,41.68
10,2025-03-18 11:45:27.00,26.271,16.406
1,2025-03-18 11:45:28.00,3.072,12.823
2,2025-03-18 11:45:28.00,14.032,43.273
3,2025-03-18 11:45:28.00,33.555,52.951
4,2025-03-18 11:45:28.00,5.766,26.956
5,2025-03-18 11:45:28.00,26.288,5.675
6,2025-03-18 11:45:28.00,25.948,27.44
7,2025-03-18 11:45:28.00,29.455,23.617
8,2025-03-18 11:45:28.00,14.021,53.581
9,2025-03-18 11:45:28.00,34.724,41.454
10,2025-03-18 11:45:28.00,26.577,16.34
2,2025-03-18 11:45:28.72,14.052,43.324
1,2025-03-18 11:45:29.00,2.722,13.015
2,2025-03-18 11:45:29.00,13.644,43.591
3,2025-03-18 11:45:29.00,33.364,52.777
4,2025-03-18 11:45:29.00,5.843,26.989
5,2025-03-18 11:45:29.00,25.821,5.512
6,2025-03-18 11:45:29.00,25.712,27.608
7,2025-03-18 11:45:29.00,29.831,23.781
8,2025-03-18 11:45:29.00,14.219,53.574
9,2025-03-18 11:45:29.00,34.008,41.763
10,2025-03-18 11:45:29.00,27.11,16.397
1,2025-03-18 11:45:30.00,2.483,12.879
2,2025-03-18 11:45:30.00,13.61,45.312
3,2025-03-18 11:45:30.00,33.458,52.998
4,2025-03-18 11:45:30.00,5.677,27.026
5,2025-03-18 11:45:30.00,25.794,5.971
6,2025-03-18 11:45:30.00,25.647,27.629
7,2025-03-18 11:45:30.00,29.693,23.703
8,2025-03-18 11:45:30.00,14.409,53.498
9,2025-03-18 11:45:30.00,34.254,42.092
10,2025-03-18 11:45:30.00,27.206,16.521
9,2025-03-18 11:45:30.53,34.278,42.148
1,2025-03-18 11:45:30.59,2.459,12.94
1,2025-03-18 11:45:31.00,2.369,12.812
2,2025-03-18 11:45:31.00,13.694,44.653
3,2025-03-18 11:45:31.00,33.592,52.954
4,2025-03-18 11:45:31.00,5.473,27.526
5,2025-03-18 11:45:31.00,25.678,5.775
6,2025-03-18 11:45:31.00,25.951,27.779
7,2025-03-18 11:45:31.00,29.853,23.799
8,2025-03-18 11:45:31.00,14.227,53.545
9,2025-03-18 11:45:31.00,33.873,41.975
10,2025-03-18 11:45:31.00,27.317,16.69
5,2025-03-18 11:45:31.16,25.695,5.793
6,2025-03-18 11:45:31.93,26.018,27.779
1,2025-03-18 11:45:32.00,2.148,12.537
2,2025-03-18 11:45:32.00,13.904,47.134
3,2025-03-18 11:45:32.00,33.63,52.886
4,2025-03-18 11:45:32.00,5.445,27.181
5,2025-03-18 11:45:32.00,25.709,5.739
6,2025-03-18 11:45:32.00,25.785,26.465
7,2025-03-18 11:45:32.00,30.124,23.757
8,2025-03-18 11:45:32.00,14.163,53.342
9,2025-03-18 11:45:32.00,33.363,41.85
10,2025-03-18 11:45:32.00,27.155,16.545
10,2025-03-18 11:45:32.66,27.148,16.548
1,2025-03-18 11:45:32.75,2.146,12.62
1,2025-03-18 11:45:33.00,2.179,12.324
2,2025-03-18 11:45:33.00,13.492,47.213
3,2025-03-18 11:45:33.00,33.68,53.3
4,2025-03-18 11:45:33.00,5.573,26.926
5,2025-03-18 11:45:33.00,25.411,6.476
6,2025-03-18 11:45:33.00,26.094,27.671
8,2025-03-18 11:45:33.00,14.692,53.246
9,2025-03-18 11:45:33.00,33.477,43.153
10,2025-03-18 11:45:33.00,27.263,16.838
5,2025-03-18 11:45:33.06,25.404,6.433
3,2025-03-18 11:45:33.84,33.699,53.405
1,2025-03-18 11:45:34.00,2.149,12.026
2,2025-03-18 11:45:34.00,13.227,47.236
3,2025-03-18 11:45:34.00,34.121,54.697
4,2025-03-18 11:45:34.00,5.621,26.866
5,2025-03-18 11:45:34.00,23.986,7.877
6,2025-03-18 11:45:34.00,26.065,27.818
7,2025-03-18 11:45:34.00,30.153,23.096
8,2025-03-18 11:45:34.00,14.999,53.211
9,2025-03-18 11:45:34.00,33.212,43.505
10,2025-03-18 11:45:34.00,27.353,16.709
5,2025-03-18 11:45:34.37,24.046,7.895
1,2025-03-18 11:45:35.00,2.093,12.013
2,2025-03-18 11:45:35.00,13.032,47.13
3,2025-03-18 11:45:35.00,34.306,54.68
4,2025-03-18 11:45:35.00,5.773,27.209
5,2025-03-18 11:45:35.00,24.401,7.665
6,2025-03-18 11:45:35.00,25.833,27.853
7,2025-03-18 11:45:35.00,30.405,23.28
8,2025-03-18 11:45:35.00,14.881,52.841
9,2025-03-18 11:45:35.00,32.686,43.161
10,2025-03-18 11:45:35.00,27.348,16.398
4,2025-03-18 11:45:35.49,5.777,27.195
9,2025-03-18 11:45:35.49,32.716,43.177
8,2025-03-18 11:45:35.51,14.888,52.834
5,2025-03-18 11:45:35.62,24.347,7.692
1,2025-03-18 11:45:36.00,2.327,12.219
2,2025-03-18 11:45:36.00,12.788,46.878
3,2025-03-18 11:45:36.00,34.451,55.121
4,2025-03-18 11:45:36.00,5.976,26.828
6,2025-03-18 11:45:36.00,26.067,28.224
7,2025-03-18 11:45:36.00,30.46,23.806
8,2025-03-18 11:45:36.00,14.497,53.213
9,2025-03-18 11:45:36.00,32.752,42.999
10,2025-03-18 11:45:36.00,26.481,18.089
7,2025-03-18 11:45:36.28,30.442,23.824
1,2025-03-18 11:45:36.52,2.304,12.177
3,2025-03-18 11:45:36.75,34.422,54.998
1,2025-03-18 11:45:37.00,2.6,12.057
2,2025-03-18 11:45:37.00,13.198,46.449
3,2025-03-18 11:45:37.00,34.715,55.067
4,2025-03-18 11:45:37.00,6.001,26.664
5,2025-03-18 11:45:37.00,24.597,8.053
6,2025-03-18 11:45:37.00,26.338,27.857
8,2025-03-18 11:45:37.00,14.769,53.007
1,2025-03-18 11:45:37.39,2.618,12.071
5,2025-03-18 11:45:37.60,24.588,8
1,2025-03-18 11:45:38.00,2.948,11.78
2,2025-03-18 11:45:38.00,13.224,46.842
3,2025-03-18 11:45:38.00,34.41,54.867
4,2025-03-18 11:45:38.00,5.919,26.742
5,2025-03-18 11:45:38.00,24.813,8.068
6,2025-03-18 11:45:38.00,26.236,27.651
7,2025-03-18 11:45:38.00,30.113,24.365
8,2025-03-18 11:45:38.00,15.206,52.851
9,2025-03-18 11:45:38.00,32.615,42.615
10,2025-03-18 11:45:38.00,26.046,18.077
8,2025-03-18 11:45:38.32,15.156,52.815
9,2025-03-18 11:45:38.47,32.636,42.634
1,2025-03-18 11:45:39.00,3.144,11.497
2,2025-03-18 11:45:39.00,13.255,46.712
3,2025-03-18 11:45:39.00,35.955,54.78
4,2025-03-18 11:45:39.00,6.128,26.626
5,2025-03-18 11:45:39.00,24.284,7.415
6,2025-03-18 11:45:39.00,26.274,27.593
7,2025-03-18 11:45:39.00,30.189,23.973
8,2025-03-18 11:45:39.00,15.052,52.879
9,2025-03-18 11:45:39.00,32.91,42.493
10,2025-03-18 11:45:39.00,25.664,17.895
4,2025-03-18 11:45:39.16,6.165,26.664
8,2025-03-18 11:45:39.67,15.134,52.894
1,2025-03-18 11:45:40.00,3.224,12.15
2,2025-03-18 11:45:40.00,13.536,47.616
3,2025-03-18 11:45:40.00,35.668,54.245
4,2025-03-18 11:45:40.00,6.116,26.755
5,2025-03-18 11:45:40.00,24.43,7.588
6,2025-03-18 11:45:40.00,26.009,27.772
7,2025-03-18 11:45:40.00,30.053,24.106
8,2025-03-18 11:45:40.00,15.575,53.042
9,2025-03-18 11:45:40.00,33.409,43.586
10,2025-03-18 11:45:40.00,25.435,17.831
5,2025-03-18 11:45:40.08,24.514,7.531
1,2025-03-18 11:45:41.00,3.235,12.114
2,2025-03-18 11:45:41.00,13.067,47.356
3,2025-03-18 11:45:41.00,35.352,54.078
4,2025-03-18 11:45:41.00,6.015,26.458
5,2025-03-18 11:45:41.00,24.209,7.593
6,2025-03-18 11:45:41.00,25.981,27.658
7,2025-03-18 11:45:41.00,29.961,24.178
8,2025-03-18 11:45:41.00,15.129,52.544
9,2025-03-18 11:45:41.00,33.382,43.917
10,2025-03-18 11:45:41.00,25.895,18.261
2,2025-03-18 11:45:41.36,13.08,47.311
9,2025-03-18 11:45:41.37,33.422,43.874
10,2025-03-18 11:45:41.50,25.842,18.208
6,2025-03-18 11:45:41.85,25.941,27.74
1,2025-03-18 11:45:42.00,3.697,11.948
2,2025-03-18 11:45:42.00,12.584,47.296
3,2025-03-18 11:45:42.00,35.308,54.297
4,2025-03-18 11:45:42.00,6.084,26.503
5,2025-03-18 11:45:42.00,24.761,7.907
6,2025-03-18 11:45:42.00,25.691,27.28
8,2025-03-18 11:45:42.00,14.813,52.026
9,2025-03-18 11:45:42.00,33.914,43.91
10,2025-03-18 11:45:42.00,25.943,17.832
2,2025-03-18 11:45:42.11,12.543,47.318
10,2025-03-18 11:45:42.43,25.905,17.78
1,2025-03-18 11:45:43.00,3.793,11.561
2,2025-03-18 11:45:43.00,11.774,47.949
4,2025-03-18 11:45:43.00,6.182,26.408
5,2025-03-18 11:45:43.00,25.091,8.029
7,2025-03-18 11:45:43.00,29.362,24.552
8,2025-03-18 11:45:43.00,14.648,52.186
9,2025-03-18 11:45:43.00,34.051,43.875
10,2025-03-18 11:45:43.00,25.674,17.411
2,2025-03-18 11:45:43.59,11.799,47.947
5,2025-03-18 11:45:43.86,25.15,8.051
1,2025-03-18 11:45:44.00,3.84,11.591
2,2025-03-18 11:45:44.00,11.699,48.29
3,2025-03-18 11:45:44.00,34.732,54.865
4,2025-03-18 11:45:44.00,6.685,26.068
5,2025-03-18 11:45:44.00,25.032,7.749
6,2025-03-18 11:45:44.00,25.597,26.884
7,2025-03-18 11:45:44.00,29.171,24.65
8,2025-03-18 11:45:44.00,14.705,51.875
9,2025-03-18 11:45:44.00,33.495,43.633
10,2025-03-18 11:45:44.00,25.49,17.623
7,2025-03-18 11:45:44.46,29.138,24.581
3,2025-03-18 11:45:44.68,34.647,54.851
9,2025-03-18 11:45:44.69,33.483,43.671
1,2025-03-18 11:45:45.00,3.603,12.033
3,2025-03-18 11:45:45.00,34.8,54.778
4,2025-03-18 11:45:45.00,6.729,26.101
5,2025-03-18 11:45:45.00,25.937,8.464
6,2025-03-18 11:45:45.00,27.014,27.05
7,2025-03-18 11:45:45.00,29.096,24.377
8,2025-03-18 11:45:45.00,14.474,51.813
9,2025-03-18 11:45:45.00,33.602,44.1
10,2025-03-18 11:45:45.00,25.074,17.519
3,2025-03-18 11:45:45.16,34.836,54.805
1,2025-03-18 11:45:46.00,3.477,11.617
2,2025-03-18 11:45:46.00,11.913,48.339
3,2025-03-18 11:45:46.00,34.62,54.558
6,2025-03-18 11:45:46.00,27.109,26.794
7,2025-03-18 11:45:46.00,31.028,24.488
8,2025-03-18 11:45:46.00,14.816,51.87
9,2025-03-18 11:45:46.00,33.86,44.362
6,2025-03-18 11:45:46.89,27.163,26.795
1,2025-03-18 11:45:47.00,3.228,11.091
2,2025-03-18 11:45:47.00,11.88,48.329
3,2025-03-18 11:45:47.00,34.453,54.558
4,2025-03-18 11:45:47.00,6.193,26.987
5,2025-03-18 11:45:47.00,26.652,9.144
6,2025-03-18 11:45:47.00,27.511,26.847
7,2025-03-18 11:45:47.00,31.515,24.486
8,2025-03-18 11:45:47.00,14.292,53.235
10,2025-03-18 11:45:47.00,24.966,17.508
5,2025-03-18 11:45:47.08,26.632,9.134
10,2025-03-18 11:45:47.92,24.945,17.534
1,2025-03-18 11:45:48.00,2.887,11.125
2,2025-03-18 11:45:48.00,11.554,48.103
3,2025-03-18 11:45:48.00,37.511,54.465
4,2025-03-18 11:45:48.00,6.277,27.087
5,2025-03-18 11:45:48.00,26.787,9.399
6,2025-03-18 11:45:48.00,27.865,27.194
7,2025-03-18 11:45:48.00,31.584,24.447
8,2025-03-18 11:45:48.00,14.564,52.99
9,2025-03-18 11:45:48.00,33.06,44.685
10,2025-03-18 11:45:48.00,25.248,17.379
9,2025-03-18 11:45:48.06,33.069,44.702
2,2025-03-18 11:45:48.45,11.498,48.119
1,2025-03-18 11:45:49.00,3.042,10.323
2,2025-03-18 11:45:49.00,11.717,47.856
3,2025-03-18 11:45:49.00,36.641,53.797
5,2025-03-18 11:45:49.00,26.71,8.086
6,2025-03-18 11:45:49.00,27.912,27.21
7,2025-03-18 11:45:49.00,31.843,24.542
